feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.8256859,0.8256859,True
Jitter,0.6497504,0.6497504,True
CPP,-0.45598269,0.45598269,True
QValue,-0.275275,0.275275,True
HNR,0.19412102,0.19412102,True
Shimmer,0.10615487,0.10615487,True
LowFreqEnergyRatio,0.07016307,0.07016307,True
H1H2,-0.039388366,0.039388366,True
SpectralSlope,0.0017919107,0.0017919107,False
