feature,coef,p_value,significant
CPP,0.07922722195126108,0.7787363269323476,False
H1H2,0.6581633006784139,0.026049522467361808,True
HNR,-0.4194300677441853,0.33323601114227586,False
HighFreqNoiseRatio,1.5030093743751083,4.418751074818151e-07,True
Jitter,2.0983198993167527,8.818708906849385e-05,True
LowFreqEnergyRatio,-0.377967870461508,0.20361186300192335,False
QValue,0.5462365656340329,0.07054907566628389,False
Shimmer,-0.531621492594923,0.008481754351511175,True
SpectralSlope,0.6404406093529593,0.01915154646190839,True
