feature,coef,p_value,significant
CPP,0.8869735183892156,0.17927268005768693,False
H1H2,1.1648200365032184,0.1508134671547334,False
HNR,-1.0205065711667407,0.2159929872515438,False
HighFreqNoiseRatio,3.1896931317544763,0.0059912042197198916,True
Jitter,0.5241476322593838,0.37524709057497807,False
LowFreqEnergyRatio,-1.0648304866093803,0.04292135583981031,True
QValue,1.646804354602674,0.049434110754242935,True
Shimmer,-1.304799516630571,0.04558184113080635,True
SpectralSlope,1.0158840064356909,0.1691709242051188,False
