technique,feature,spearman_corr,p_value,slope_std,sample_size,significant
clean,H1H2_output,-0.21382600930258844,0.10702670445857597,-0.33468581230228917,58,False
clean,HNR,0.15903223719458068,0.23310656553645376,0.1648680716474288,58,False
clean,HighFreqNoiseRatio,0.7861774761529421,2.6379003407712567e-13,0.7924297729484453,58,True
clean,Jitter,-0.10626151424450313,0.4272545878476611,-0.08074537678691616,58,False
clean,LowFreqEnergyRatio,-0.7216113479430682,1.6496177058668193e-10,-0.9010700968658945,58,True
clean,Q1,0.2520582094905913,0.0562910978967138,0.17144363927680464,58,False
clean,QValue,0.7917864137805977,1.3589915973296244e-13,0.9387926958996705,58,True
clean,Shimmer,-0.5098769657359669,4.3462040439262404e-05,-0.6591473822897668,58,True
clean,SpectralSlope,0.1937102653894034,0.1451220567226598,0.2048927346416702,58,False
resonate,CPP,0.40951009614698225,0.0014124821849245898,0.548523309585852,58,True
resonate,H1H2,-0.394560935969908,0.0021777036885310516,-0.6257178869060722,58,True
resonate,H1H2_output,-0.2530283778119599,0.05531796478666319,-0.3819279596488327,58,False
resonate,HNR,0.2054125342849828,0.12189521187023224,0.23362660148790784,58,False
resonate,HighFreqNoiseRatio,0.8040710321168902,2.954418196057736e-14,0.8652422277326602,58,True
resonate,Jitter,-0.14360883040476394,0.28216414172249804,-0.13194354693714044,58,False
resonate,LowFreqEnergyRatio,-0.7196359607463784,1.9521865612716697e-10,-0.8742893697378011,58,True
resonate,Q1,0.2745524001039511,0.037007995147484984,0.24283685343398023,58,True
resonate,QValue,0.7899503248458545,1.6922608917088567e-13,0.928491721895003,58,True
resonate,Shimmer,-0.4882008143013034,0.00010121773269141262,-0.6154745654211129,58,True
resonate,SpectralSlope,0.2380050517448625,0.0720052986121681,0.23780405188739448,58,False
unify,CPP,0.5055347547745599,5.171946080174329e-05,0.8549845950565196,58,True
unify,H1H2,-0.3901331477453253,0.0024663445461465517,-0.7800333420713467,58,True
unify,H1H2_output,-0.2847834906496327,0.030256396801673188,-0.5238696333615599,58,True
unify,HNR,0.06860129467631536,0.6088734122923258,0.0788034684291598,58,False
unify,HighFreqNoiseRatio,0.8919473755964313,5.873628805637423e-21,1.3220895763616198,58,True
unify,Jitter,-0.03015584980062578,0.8222035186272298,-0.021760020701024327,58,False
unify,LowFreqEnergyRatio,-0.7216516783457113,1.6439310695395825e-10,-1.1547505658110007,58,True
unify,Q1,0.30841210023367277,0.01850278676151059,0.3490253313888601,58,True
unify,QValue,0.8308953883026495,7.014467183992613e-16,1.2565802916906343,58,True
unify,Shimmer,-0.5083414680676918,4.6231836740524956e-05,-0.8333436431222615,58,True
unify,SpectralSlope,0.17448033001781932,0.19021259352116712,0.2918313220226871,58,False
falsetto,CPP,0.5055347547745599,5.171946080174329e-05,0.8549845950565196,58,True
falsetto,H1H2,-0.3901331477453253,0.0024663445461465517,-0.7800333420713467,58,True
falsetto,H1H2_output,-0.2847834906496327,0.030256396801673188,-0.5238696333615599,58,True
falsetto,HNR,0.06860129467631536,0.6088734122923258,0.0788034684291598,58,False
falsetto,HighFreqNoiseRatio,0.8919473755964313,5.873628805637423e-21,1.3220895763616198,58,True
falsetto,Jitter,-0.03015584980062578,0.8222035186272298,-0.021760020701024327,58,False
falsetto,LowFreqEnergyRatio,-0.7216516783457113,1.6439310695395825e-10,-1.1547505658110007,58,True
falsetto,Q1,0.30841210023367277,0.01850278676151059,0.3490253313888601,58,True
falsetto,QValue,0.8308953883026495,7.014467183992613e-16,1.2565802916906343,58,True
falsetto,Shimmer,-0.5083414680676918,4.6231836740524956e-05,-0.8333436431222615,58,True
falsetto,SpectralSlope,0.17448033001781932,0.19021259352116712,0.2918313220226871,58,False
chest,CPP,0.5055347547745599,5.171946080174329e-05,0.8549845950565196,58,True
chest,H1H2,-0.3901331477453253,0.0024663445461465517,-0.7800333420713467,58,True
chest,H1H2_output,-0.2847834906496327,0.030256396801673188,-0.5238696333615599,58,True
chest,HNR,0.06860129467631536,0.6088734122923258,0.0788034684291598,58,False
chest,HighFreqNoiseRatio,0.8919473755964313,5.873628805637423e-21,1.3220895763616198,58,True
chest,Jitter,-0.03015584980062578,0.8222035186272298,-0.021760020701024327,58,False
chest,LowFreqEnergyRatio,-0.7216516783457113,1.6439310695395825e-10,-1.1547505658110007,58,True
chest,Q1,0.30841210023367277,0.01850278676151059,0.3490253313888601,58,True
chest,QValue,0.8308953883026495,7.014467183992613e-16,1.2565802916906343,58,True
chest,Shimmer,-0.5083414680676918,4.6231836740524956e-05,-0.8333436431222615,58,True
chest,SpectralSlope,0.17448033001781932,0.19021259352116712,0.2918313220226871,58,False
nasal,CPP,0.4053838557430191,0.0015949290703317763,0.565357513810317,58,True
nasal,H1H2,-0.38593616043028534,0.0027708760728222385,-0.6647125655657271,58,True
nasal,H1H2_output,-0.2728712835431505,0.03822857674795455,-0.44822440466530805,58,True
nasal,HNR,0.10267041904757027,0.4431271320230214,0.1115457895465171,58,False
nasal,HighFreqNoiseRatio,0.8333672746598012,4.80959733189065e-16,1.035955627544675,58,True
nasal,Jitter,-0.04023661099186293,0.764265869353094,0.012879891187829874,58,False
nasal,LowFreqEnergyRatio,-0.707761987346869,5.217218640743473e-10,-0.9687743736802803,58,True
nasal,Q1,0.33181791864622967,0.010940921971429214,0.35154522822392903,58,True
nasal,QValue,0.7861316221556188,2.6520253051078085e-13,0.976884242683645,58,True
nasal,Shimmer,-0.4414626835990562,0.0005225329576706773,-0.6112566928672349,58,True
nasal,SpectralSlope,0.20096475226798033,0.13036501482899865,0.24563261780235637,58,False
