feature,coef,p_value,significant
CPP,-0.12150854676247168,0.6529825341751752,False
H1H2,0.4480781619565909,0.10399540103494194,False
HNR,-1.03962142851408,0.007867377234730162,True
HighFreqNoiseRatio,1.4859697933226217,2.1721224465172463e-07,True
Jitter,0.8197868500441957,0.023184893419001422,True
LowFreqEnergyRatio,-0.3456429209852575,0.2339130878700474,False
QValue,0.5508294977681701,0.06395086381643587,False
Shimmer,-0.47789276201970937,0.0121956271639733,True
SpectralSlope,0.7298051879550247,0.0038430914455572602,True
