feature,coef,abs_coef,selected
Jitter,0.8313016,0.8313016,True
HighFreqNoiseRatio,0.75805724,0.75805724,True
Shimmer,-0.30683774,0.30683774,True
H1H2,0.306447,0.306447,True
QValue,0.21274087,0.21274087,True
LowFreqEnergyRatio,-0.18311465,0.18311465,True
SpectralSlope,0.15994915,0.15994915,True
CPP,0.0,0.0,False
HNR,-0.0,0.0,False
