feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.7989752,0.7989752,True
Jitter,0.6403689,0.6403689,True
Shimmer,-0.29214835,0.29214835,True
LowFreqEnergyRatio,-0.2570048,0.2570048,True
QValue,0.24888611,0.24888611,True
HNR,-0.19268456,0.19268456,True
H1H2,0.18152271,0.18152271,True
H1H2_output,0.17729706,0.17729706,True
SpectralSlope,0.16505465,0.16505465,True
Q1,-0.101027675,0.101027675,True
CPP,0.0,0.0,False
