feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.6725109,0.6725109,True
LowFreqEnergyRatio,-0.46613654,0.46613654,True
Shimmer,-0.37559646,0.37559646,True
QValue,0.36907354,0.36907354,True
H1H2,0.24612908,0.24612908,True
SpectralSlope,0.24035123,0.24035123,True
CPP,0.19999298,0.19999298,True
Jitter,0.17265029,0.17265029,True
HNR,-0.14845242,0.14845242,True
