fold,train_size,test_size,accuracy,quadratic_kappa,mae
1,87,10,0.8,0.8245614035087719,0.4
2,87,10,0.8,0.7959183673469388,0.4
3,87,10,0.9,0.8888888888888888,0.2
4,87,10,0.9,0.8837209302325582,0.2
5,87,10,0.6,0.2222222222222222,1.0
6,87,10,1.0,1.0,0.0
7,87,10,0.6,0.6721311475409836,0.8
8,88,9,0.5555555555555556,0.5,0.8888888888888888
9,88,9,0.8888888888888888,0.8888888888888888,0.2222222222222222
10,88,9,0.8888888888888888,0.8571428571428572,0.2222222222222222
