feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.5216957,0.5216957,True
LowFreqEnergyRatio,-0.37761304,0.37761304,True
QValue,0.15289998,0.15289998,True
Shimmer,-0.102511734,0.102511734,True
CPP,0.0,0.0,False
H1H2,-0.0,0.0,False
H1H2_output,0.0,0.0,False
HNR,0.0,0.0,False
Jitter,0.0,0.0,False
Q1,0.0,0.0,False
SpectralSlope,0.0,0.0,False
