fold,train_size,test_size,accuracy,quadratic_kappa,mae
1,88,10,0.8,0.8484848484848485,0.4
2,88,10,0.9,0.9206349206349207,0.2
3,88,10,0.8,0.8484848484848485,0.4
4,88,10,0.8,0.8076923076923077,0.4
5,88,10,0.7,0.6511627906976745,0.6
6,88,10,0.8,0.8214285714285714,0.4
7,88,10,0.8,0.8,0.4
8,88,10,0.9,0.8979591836734694,0.2
9,89,9,0.6666666666666666,0.7938931297709924,0.6666666666666666
10,89,9,0.6666666666666666,0.7157894736842105,0.6666666666666666
