feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.77949095,0.77949095,True
Jitter,0.7147776,0.7147776,True
QValue,0.1913254,0.1913254,True
LowFreqEnergyRatio,-0.17050171,0.17050171,True
Shimmer,-0.1386803,0.1386803,True
SpectralSlope,0.101437055,0.101437055,True
H1H2_output,0.09493,0.09493,True
Q1,-0.06332008,0.06332008,True
CPP,0.0,0.0,False
H1H2,0.0,0.0,False
HNR,-0.0,0.0,False
