feature,coef,abs_coef,selected
LowFreqEnergyRatio,-0.36301717,0.36301717,True
QValue,0.34814814,0.34814814,True
HighFreqNoiseRatio,0.23344286,0.23344286,True
Shimmer,-0.18087634,0.18087634,True
HNR,0.12418978,0.12418978,True
CPP,0.078014426,0.078014426,True
H1H2,-0.0,0.0,False
H1H2_output,0.0,0.0,False
Jitter,-0.0,0.0,False
Q1,0.0,0.0,False
SpectralSlope,0.0,0.0,False
