feature,coef,p_value,significant
CPP,-0.366325679835191,0.11508502046494518,False
H1H2,0.48143150290936765,0.06210619180805942,False
HNR,0.26600005448069725,0.455284689941437,False
HighFreqNoiseRatio,0.842908061906907,7.606791109234609e-05,True
Jitter,1.8240096932546943,3.5060495790519594e-05,True
LowFreqEnergyRatio,-0.42461703437899206,0.11665302460925288,False
QValue,0.23125125537641933,0.3468059223997215,False
Shimmer,-0.4701259267214006,0.009930326232300852,True
SpectralSlope,0.39432776692450766,0.08186408568231916,False
