feature,coef,p_value,significant
CPP,-0.35977329855246104,0.317246455886671,False
H1H2,-0.09877185241556194,0.8103429470481278,False
HNR,0.11007070082344594,0.8145322237514816,False
HighFreqNoiseRatio,1.2222593313443126,0.00655685461662783,True
Jitter,0.31348050785703946,0.35784783573828105,False
LowFreqEnergyRatio,-1.2127762989205537,0.00700142628770575,True
QValue,0.20635921069832147,0.5521658572586234,False
Shimmer,-0.5803437873043011,0.03437557404879135,True
SpectralSlope,0.44242638009035223,0.3141124300042628,False
