feature,coef,p_value,significant
CPP,0.16148185198361822,0.5450189706747395,False
H1H2,0.22069818177009357,0.4338876350670031,False
HNR,-0.46374663354433354,0.1876405712698217,False
HighFreqNoiseRatio,1.53160924324607,6.92475912487501e-08,True
Jitter,0.804969890296479,0.033520320398336634,True
LowFreqEnergyRatio,-0.3765952256181767,0.20031900854856677,False
QValue,0.6145684483410071,0.04848479096268588,True
Shimmer,-0.18433108097466758,0.3108819272614064,False
SpectralSlope,0.4592001644759899,0.06102648826940012,False
