feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.8632592,0.8632592,True
CPP,-0.39876178,0.39876178,True
QValue,-0.2148721,0.2148721,True
Jitter,0.20822528,0.20822528,True
H1H2,-0.19922665,0.19922665,True
Shimmer,0.19471961,0.19471961,True
SpectralSlope,0.11914867,0.11914867,True
LowFreqEnergyRatio,0.06199312,0.06199312,True
HNR,-0.03530222,0.03530222,True
