fold,train_size,test_size,accuracy,quadratic_kappa,mae
1,53,6,1.0,1.0,0.0
2,53,6,0.6666666666666666,0.75,0.6666666666666666
3,53,6,0.8333333333333334,0.8571428571428572,0.3333333333333333
4,53,6,0.6666666666666666,0.8,0.6666666666666666
5,53,6,1.0,1.0,0.0
6,53,6,0.8333333333333334,0.8571428571428572,0.3333333333333333
7,53,6,1.0,1.0,0.0
8,53,6,0.6666666666666666,0.75,0.6666666666666666
9,53,6,0.6666666666666666,0.8,0.6666666666666666
10,54,5,0.8,0.8888888888888888,0.4
