fold,train_size,test_size,accuracy,quadratic_kappa,mae
1,87,10,0.7,0.7272727272727273,0.6
2,87,10,0.9,0.9056603773584906,0.2
3,87,10,0.9,0.8888888888888888,0.2
4,87,10,0.5,0.19999999999999996,1.2
5,87,10,0.6,0.6153846153846154,0.8
6,87,10,1.0,1.0,0.0
7,87,10,0.7,0.7457627118644068,0.6
8,88,9,0.5555555555555556,0.6727272727272727,0.8888888888888888
9,88,9,0.8888888888888888,0.8888888888888888,0.2222222222222222
10,88,9,0.6666666666666666,0.7032967032967032,0.6666666666666666
