feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.77811646,0.77811646,True
Jitter,0.3905286,0.3905286,True
LowFreqEnergyRatio,-0.24470145,0.24470145,True
QValue,0.21700792,0.21700792,True
SpectralSlope,0.15835932,0.15835932,True
HNR,-0.13262019,0.13262019,True
Shimmer,-0.098978914,0.098978914,True
H1H2_output,0.043759834,0.043759834,True
Q1,-0.042034913,0.042034913,True
CPP,0.0,0.0,False
H1H2,0.0,0.0,False
