feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.66595894,0.66595894,True
LowFreqEnergyRatio,-0.35662726,0.35662726,True
QValue,0.33365512,0.33365512,True
Shimmer,-0.27083722,0.27083722,True
CPP,0.18345444,0.18345444,True
H1H2_output,0.06316015,0.06316015,True
H1H2,0.0,0.0,False
HNR,-0.0,0.0,False
Jitter,0.0,0.0,False
Q1,-0.0,0.0,False
SpectralSlope,0.0,0.0,False
